organizationName,organizationNames,description,location,startsOn,endsOn,categoryNames
Project Spotlight,[],"<p>Join us for our One Act Festival, featuring 2 plays each day! (Each one act performs 2 days!)&nbsp;</p>
<p>These will take place October 6, 7 and 8 at 7:00 pm and October 9th at 2:00pm in our Mainstage Theatre near the Chemistry building!&nbsp;</p>
<p>Admission is free, but donations are encouraged!&nbsp;</p>",UCF Mainstage Theatre,2025-11-09 00:00:00+00:00,2025-11-09 02:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us at Faith United Methodist Church every Sunday for worship starting at 10:00 a.m.&nbsp;</p>
<p>&nbsp;</p>
<p>Faith UMC shares our mission to alleviate poverty, and we are so excited to partner with their community. Rev. Erwin Lopez will serve as pastor and preach every Sunday.&nbsp;</p>
<p>&nbsp;</p>
<p>A bus will leave from the Wesley Foundation on UCF Campus at 9:15 a.m. to transport those needed to Faith UMC. Immediately following the service, a free brunch will be provided! Hope to see you there!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Faith United Methodist Church,2025-11-09 15:00:00+00:00,2025-11-09 16:00:00+00:00,[]
American Lung Cancer Screening Initiative,[],"<p data-start=""235"" data-end=""347"">The American Lung Cancer Screening Initiative (ALCSI) at UCF is excited to host the LUNGevity 5K Walk/Run!</p>
<p data-start=""441"" data-end=""655"">This is a free, family-friendly event open to all ages. Come out to help us raise awareness for lung cancer, enjoy raffles, food trucks, and fun activities, and show support for a cause that impacts millions.</p>
<p data-start=""657"" data-end=""906"">Sign up here: <a class=""decorated-link cursor-pointer"" target=""_new"" rel=""noopener"" data-start=""677"" data-end=""767"">https://fundraise.lungevity.org/teams/10272</a><br data-start=""767"" data-end=""770"" />Note: Once you click the link, you&rsquo;ll also see a Google Form link inside that must be filled out to complete your registration.</p>
<p data-start=""908"" data-end=""1000"">We&rsquo;d love for you to come out, walk, or run with us, and be part of this powerful movement!</p>
<p data-start=""1002"" data-end=""1072"">Everyone is welcome to bring your friends, family, and community!</p>",Blanchard Park,2025-11-09 14:00:00+00:00,2025-11-09 18:00:00+00:00,['Community Service']
Project Spotlight,[],"<p>Join us for our One Act Festival, featuring 2 plays each day! (Each one act performs 2 days!)&nbsp;</p>
<p>These will take place October 6, 7 and 8 at 7:00 pm and October 9th at 2:00pm in our Mainstage Theatre near the Chemistry building!&nbsp;</p>
<p>Admission is free, but donations are encouraged!&nbsp;</p>",UCF Mainstage Theatre,2025-11-09 19:00:00+00:00,2025-11-09 21:00:00+00:00,[]
Asian Student Association,[],"<p>ASA at UCF proudly presents our first-ever Global Cultural Film Festival! A sister event to the Orlando International Film Festival, led by Dr. Florence Alexander. GCFF focuses on uplifting underrepresented voices in the industry, including those from Asian, Black, Hispanic/Latino, Indigenous, Middle Eastern, and other diverse communities.</p>
<p>We stop no one from submitting a film, regardless of its background. This in-person festival, held at UCF, provides a platform for emerging and established filmmakers to connect. All films submitted will be screened in a theater setting, with opportunities for Q&amp;As, networking, and recognition through our curated award categories at our Awards Banquet on November 9th, 2025</p>
<p>Submissions are now OPEN for all films made within the past 5 years! &mdash; View our festival for more details at filmfreeway.com/GlobalCulturalFilmFestival.</p>",Cape Florida Ballroom,2025-11-09 22:30:00+00:00,2025-11-10 02:30:00+00:00,[]
Wesley at UCF,[],"<p>Join us for a space where college students can explore important topics that college may not necessarily teach. Each topic is thoughtfully curated to help students navigate the challenges of college life and prepare for life after graduation.</p>
<p><br />Brunch and Learn is inspired by the King Center&rsquo;s&nbsp;<em data-stringify-type=""italic"">Lunch and Learn</em>&nbsp;series and its focus on gathering information and educating ourselves. It is also shaped by the United Methodist emphasis on being a faith of both heart and mind.</p>
<p>&nbsp;</p>
<p>While you learn valuable lessons, enjoy a free brunch on us.</p>
<ul>
<li aria-level=""2"">11:30 AM &ndash; Eat</li>
<li aria-level=""2"">11:45&ndash;12:30 PM &ndash; Topic Discussion</li>
<li aria-level=""2"">12:30 PM &ndash; Hang out and Q&amp;A</li>
</ul>",Wesley Foundation,2025-11-11 16:30:00+00:00,2025-11-11 17:30:00+00:00,[]
Knights for Wildlife Conservation ,[],<p>Clean up the pond next to the RWC Park with us!</p>,Lake Christine - RWC Park,2025-11-11 23:30:00+00:00,2025-11-12 00:30:00+00:00,[]
Shantymen of the Knight,[],"<p>Weekly rehearsals to learn new tunes, review old ones, and hang out.</p>",Second Floor Practice Rooms: PAC - Music Building,2025-11-11 23:30:00+00:00,2025-11-12 01:00:00+00:00,[]
Project Spotlight,[],"<p>Join us this Wednesday, September 17th at 4:30 pm in Rehearsal Room 1 of the PAC (Theatre side) as we kick off our Playwriting Club! 🤩</p>
<p>We&rsquo;ll be meeting weekly on Wednesdays at 4:30 pm and can&rsquo;t wait to get started! 💙🥳</p>
<p>Anyone is welcome, regardless or major or experience level! If you are interested in playwriting, this is the place for you! 🫶</p>",PAC Rehearsal Room 1,2025-11-12 21:30:00+00:00,2025-11-12 22:30:00+00:00,[]
Intellectual Decisions on Environmental Awareness Solutions For Us,[],"<p><span style=""font-weight: 400;"">🌱 </span><strong>Join Us for Bi-Weekly Garden Days!</strong><span style=""font-weight: 400;""> 🌱</span></p>
<p><span style=""font-weight: 400;"">Looking for a fun way to de-stress, meet new friends, and get your hands dirty? Come out to </span><strong>Garden Days</strong><span style=""font-weight: 400;""> every two weeks at the Student Union Garden Beds (located on the side of the Student Union facing the John C. Hitt Library, near the bus loop)!</span></p>
<p><span style=""font-weight: 400;"">Whether you're a gardening pro or just curious, we welcome everyone to join us as we </span><strong>weed, plant, and harvest</strong><span style=""font-weight: 400;""> the veggies we grow right here on campus. It&rsquo;s a great chance to reconnect with nature, learn a bit about sustainable gardening, and be part of a green-minded community.</span></p>
<p><span style=""font-weight: 400;"">🗓️ </span><strong>When</strong><span style=""font-weight: 400;"">: Every other Wednesday, @&nbsp; 5pm - 5:45</span></p>
<p><span style=""font-weight: 400;"">📍 </span><strong>Where</strong><span style=""font-weight: 400;"">: Student Union Garden Beds</span></p>
<p><span style=""font-weight: 400;"">Let&rsquo;s dig in, make some new connections, and watch our campus garden thrive! 🌿</span></p>",Student Union,2025-11-12 22:00:00+00:00,2025-11-12 22:45:00+00:00,[]
Wesley at UCF,[],"<p><span style=""font-weight: 400;"">Join us at 5:30 p.m. for a free dinner! Hang out with friends, play some games, and destress over some warm, free food each Wednesday.</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Once a month, we will have an event night; past events have included karaoke, vision board crafting, bingo, etc. With these events, you have the opportunity to win gift cards to local restaurants, supporting the Orlando community!</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">We are located by the Barnes &amp; Noble on East Plaza.&nbsp;</span></p>",Wesley Foundation,2025-11-12 22:30:00+00:00,2025-11-13 00:30:00+00:00,[]
Downtown Student Life,[],"<p>Join us for a fun-filled Silent Disco Night on <strong data-start=""151"" data-end=""166"">November 12</strong> in <strong data-start=""170"" data-end=""182"">DPAC 106</strong>! From <strong data-start=""189"" data-end=""211"" data-is-only-node="""">7:30 PM to 9:00 PM</strong>, enjoy free food, great music through silent disco headphones, and a variety of board games to keep the good vibes going. Whether you're here to dance, snack, or just hang out, there's something for everyone!</p>",DPAC 106,2025-11-13 00:30:00+00:00,2025-11-13 02:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us every Thursday from 9:00 a.m. to 1:00 p.m. as we support a local food pantry at Faith United Methodist Church. Whether you can stay for just an hour or the entire time, your help will make a significant difference!</p>",Faith United Methodist Church,2025-11-13 14:00:00+00:00,2025-11-13 18:00:00+00:00,['Community Service']
Wesley at UCF,[],"<p>Spiritual Direction is the ancient practice of sitting with others while deeply listening and paying attention to the wisdom within.</p>
<p>&nbsp;</p>
<p>Led by certified Spiritual Director Barb Shortal, this time will focus on truly listening to your words, feelings, thoughts, and even the silence&mdash;to help you uncover what is already within you. A spiritual director&rsquo;s role is to hold a compassionate, sacred space where you feel safe to explore, ask questions, wonder, and discern. Our time together is precious and always confidential.</p>
<p>&nbsp;</p>
<p>All are welcome, regardless of faith or non-faith background.</p>
<p>&nbsp;</p>
<p><strong data-stringify-type=""bold"">Vision Board Workshop 8/28/25</strong><br />Join us as we create vision boards as a way to visually express your hopes, values, and goals. This creative exercise will help you reflect on where you sense God (or the sacred) is leading you, setting the tone for deeper spiritual direction conversations throughout the semester.</p>",Wesley Foundation,2025-11-13 16:30:00+00:00,2025-11-13 18:00:00+00:00,[]
Downtown Student Life,[],"<p class=""p1""><span class=""s1"">🍂 </span><strong>Friendsgiving Celebration</strong><span class=""s1""> 🍂</span></p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">📅 Thursday, November 13 | 🕛 12:00 PM &ndash; 2:00 PM</p>
<p class=""p3"">📍 DPAC-107</p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">Come share gratitude, food, and community at our Thanksgiving Celebration! 🦃🥧✨</p>
<p class=""p2"">&nbsp;</p>
<p class=""p1""><span class=""s1"">✨ </span><strong>What&rsquo;s in store?</strong></p>
<p class=""p3"">📝 <span class=""s2""><strong>Gratitude Wall</strong></span> &ndash; write &amp; share what you&rsquo;re thankful for</p>
<p class=""p3"">💐 <span class=""s2""><strong>Bouquet prep &amp; thank-you cards</strong></span> &ndash; surprise someone special</p>
<p class=""p3"">🎬 Cozy <span class=""s2""><strong>Thanksgiving movie</strong></span> playing in the background</p>
<p class=""p3"">🥧 Classic Thanksgiving treats &ndash; turkey, pies &amp; more</p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">Bring your friends, share some love, and enjoy a &ldquo;home-away-from-home&rdquo; holiday moment together. 💛</p>",DPAC 107,2025-11-13 17:00:00+00:00,2025-11-13 19:00:00+00:00,[]
Phi Eta Sigma National Honor Society ,[],"<p>📢 Announcement 📢<br /><br />Want to learn more about Phi Eta Sigma💛? Want to get to know the E-Board? Graduating this semester and need extra points to get your PES Grad Cord🎓? Then make sure to visit our table at the Student Union September 25th, October 9th, October 30th, and November 13th✨️<br /><br />If you stop by our table at the Student Union, you will recieve 0.5 point! So this is a great opportunity to get those extra points if you need them‼️<br />.</p>",Student Union Patio,2025-11-13 17:00:00+00:00,2025-11-13 21:00:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Come on up to ARC's radio shack and talk about ham radio! End time is extremely variable, but there is no requirement for arriving on-time or sticking around for the full length. Typically the earliest we'll leave is 7:00 but we usually run much later. So come swing by, talk about antennas, interesting projects, getting licensed, whatever you're interested in!<br /><br />Location:<br />We're located in the back of the senior design lab, Engineering 1 Room 456a. The door should be propped open but if it isn't please say something on discord.<br /><br />Previous minutes are available here:<br />http://newton.i2lab.ucf.edu/wiki/Category:ARC_minutes_2025<br /><br />Also feel free to chat with us on Discord!<br />https://discord.gg/Ua6CU4Rhtw</p>",Engineering 1 Room 456a,2025-11-13 22:30:00+00:00,2025-11-13 23:30:00+00:00,[]
Pre-Professional Medical Society ,[],"<p data-start=""61"" data-end=""462"">Pre-Professional Medical Society Fall 2025 General Body Meetings!&nbsp;</p>
<p data-start=""61"" data-end=""462""><br data-start=""132"" data-end=""135"" />Join us this Fall for our GBMs where we&rsquo;ll share important announcements, upcoming opportunities, and connect with fellow pre-health students. Each meeting will also feature a special guest speaker&mdash;from healthcare professionals to admissions experts&mdash;offering valuable insight and advice to support your journey into medicine.</p>
<p data-start=""464"" data-end=""584""><br data-start=""482"" data-end=""485"" />**Please check our GroupMe and Instagram regularly for any updates or changes to meeting locations.**</p>",TBD (Check GroupMe/Instagram for location),2025-11-13 22:30:00+00:00,2025-11-14 00:30:00+00:00,[]
American Society of Civil Engineers at the University of Central Florida,[],"<p data-start=""85"" data-end=""482"">Join us for ASCE&rsquo;s seventh General Body Meeting of the semester featuring Ardurra!<br data-start=""170"" data-end=""173"" />Ardurra is a growing multidisciplinary firm specializing in civil engineering, water resources, transportation, and environmental services. Their team will share insights into exciting projects, career development opportunities, and how they are shaping communities through innovative engineering solutions.</p>
<p data-start=""484"" data-end=""680"">This meeting is a great chance to connect with industry professionals, explore internship and career pathways, and continue building your ASCE involvement.</p>",TBA,2025-11-14 00:00:00+00:00,2025-11-14 01:00:00+00:00,[]
Beach Volleyball Club @ UCF,[],"<p>Meeting Nov 12th - Women&rsquo;s<br />Meeting Nov 13th - Men&rsquo;s</p>
<p>&nbsp;</p>
<p>*After women&rsquo;s and men&rsquo;s<br />practice on their respective<br />days</p>",UCF Beach Courts,2025-11-13 00:30:00+00:00,2025-11-14 01:30:00+00:00,[]
National Student Speech Language Hearing Association (NSSLHA) - Orlando,[],"<div>
<div class=""DescriptionText"">
<p>We are excited to have you attend the in-person UCF CSD clinic tour!&nbsp;</p>
<p><strong>When:&nbsp;</strong>Friday, November 14th, 2025, 11am-12pm</p>
<p><strong>Where:</strong>&nbsp;3280 Progress Dr #500, Orlando, FL 32826</p>
<p><strong>RSVP</strong>: Please RSVP on Knight Connect</p>
<p><strong>Attire:</strong>&nbsp;Appropriate attire</p>
<p><strong>Credit:</strong>&nbsp;1 hour</p>
<p><strong>Bonus:</strong>&nbsp;Show your NSSLHA Spirit! Wear your 2025 - 2026 NSSLHA gear (shirt, show your sticker, etc...) to be awarded an additional hour, or past NSSLHA gear for an additional 30 minutes</p>
<p><strong>Attendance Form:&nbsp;</strong>Please fill out&nbsp;this link&nbsp;no later than 24 hours after the event to receive credit!</p>
<p><em>In order to receive credit, you must RSVP on KnightConnect, and complete the attendance form. Please do so within 24 hours of the event to ensure an accurate record of your hours! Please be sure to update your RSVP status if you can no longer attend the event or you will be deducted the number of hours you would have gained at the event*</em></p>
<p><strong>Corresponding Officer:</strong>&nbsp;Karilyn Brudzinski,&nbsp;<a href=""mailto:graduate.ucfnsslha@gmail.com"">graduate.ucfnsslha@gmail.com</a></p>
</div>
</div>
<div>&nbsp;</div>",UCF Communication Disorders Clinic,2025-11-14 16:00:00+00:00,2025-11-14 17:00:00+00:00,[]
Knights of the Round Table,[],"<p data-start=""165"" data-end=""421"">Take a break and de-stress with us at <strong data-start=""203"" data-end=""219"">Calm &amp; Craft</strong>, a relaxing event where you can get creative with model clay! 👐✨ We&rsquo;re partnering with the <strong data-start=""312"" data-end=""329"">Potters Guild</strong> to bring you a hands-on experience where you can shape, play, and craft your stress away.</p>
<p data-start=""423"" data-end=""589"">🧘 Relax, unwind, and express yourself through art<br data-start=""473"" data-end=""476"" />🎨 Learn fun clay techniques from the Potters Guild<br data-start=""527"" data-end=""530"" />🤝 Connect with fellow Knights in a calm, welcoming space</p>
<p data-start=""641"" data-end=""764"">No experience needed, only your creativity. Come reset, recharge, and leave with something you made! 🌟</p>",UCF Student Union South Patio,2025-11-14 19:00:00+00:00,2025-11-14 21:00:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Interested in radio? Interested in antennas? Have too much time on your hands, or can't afford to buy an expensive antenna? Or maybe you just want to stop by and talk about something vaguely radio-related. Well, do we have an event for you!<br /><br />We have a handful of VHF antenna designs to help get you started, several knowledgeable people, and a bunch of supplies. We've also got more larger projects than you can shake an antenna at! From SDRs, to Meshtastic, to Sat-comms, and more, If you have any interest at all in anything to do with radio, we probably have a project relating to it and folks who can help.<br /><br />For an eternally incomplete list of projects, see the front page of our wiki:<br />http://newton.i2lab.ucf.edu/wiki/ARCatUCF<br />Don't know what half of that stuff is? We're more than happy to teach you all we can about it!<br /><br />https://discord.gg/bGkTTTrNdP<br />(If there's a particular project you want to do, make sure to let us know prior at any of our meetings or on discord.)</p>",BA1 115,2025-11-14 22:30:00+00:00,2025-11-14 23:30:00+00:00,[]
Wesley at UCF,[],"<p>Join us at Faith United Methodist Church every Sunday for worship starting at 10:00 a.m.&nbsp;</p>
<p>&nbsp;</p>
<p>Faith UMC shares our mission to alleviate poverty, and we are so excited to partner with their community. Rev. Erwin Lopez will serve as pastor and preach every Sunday.&nbsp;</p>
<p>&nbsp;</p>
<p>A bus will leave from the Wesley Foundation on UCF Campus at 9:15 a.m. to transport those needed to Faith UMC. Immediately following the service, a free brunch will be provided! Hope to see you there!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Faith United Methodist Church,2025-11-16 15:00:00+00:00,2025-11-16 16:00:00+00:00,[]
HOPE @ UCF,[],"<p><span style=""font-weight: 400;"">Hello HOPE members! Sign ups are open for our November Trip to North Fort Myers. At this trip, we will be attending two events: a Mental Health First Aid training on November 15</span><span style=""font-weight: 400;"">th</span><span style=""font-weight: 400;""> and a community walk on November 16</span><span style=""font-weight: 400;"">th</span><span style=""font-weight: 400;"">. The 14</span><span style=""font-weight: 400;"">th</span><span style=""font-weight: 400;""> is designated&nbsp; for travel to Fort Myers and we will be leaving Fort Myers following the walk on the 16</span><span style=""font-weight: 400;"">th</span></p>
<p><span style=""font-weight: 400;"">This trip includes the Mental Health First Aid training valued at $99+ as well as coverage for your hotel room (estimate $80 per night if you were splitting the room on your own, across two nights, so $160). If you carpool and receive or give a ride, you&rsquo;ll be saving money since people who are passengers will reimburse drivers for gas. So, you are getting a value of $250+ for a fraction of the price by traveling with HOPE.</span></p>
<p><span style=""font-weight: 400;"">🚗 Trip Dates: November 14th (afternoon) through November 15th and 16th&nbsp;(full days)</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">📍Where: North Fort Myers</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">💰Cost: $30 for early registration &amp; $45 for regular registration paid to HOPE, and you must cover your own transportation expenses, food, etc</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">📅 Deadline to sign up: </span><span style=""font-weight: 400;"">Early bird deadline is 11:59 pm, September 17</span><span style=""font-weight: 400;"">th &amp;&nbsp;</span><span style=""font-weight: 400;"">Regular deadline is 11:59 pm, October 1</span><span style=""font-weight: 400;"">st</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">❓If you have questions about the trip e</span><span style=""font-weight: 400;"">mail hopeucf1@gmail.com and a</span><span style=""font-weight: 400;"">lso check out the Fort Myers Trip presentation for additional details:&nbsp;<a href=""https://www.canva.com/design/DAGwy7qgZCQ/mymJLf08OfODW65lPgNeZA/edit"">North Fort Myers Presentation</a></span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">To sign up complete the google form below and send payment to confirm your spot. The preferred payment method is venmo @hopeucf. If you need an alternate method such as credit or debit card, please email hopeucf1@gmail.com</span></p>
<p>Google Form:&nbsp;<a href=""https://docs.google.com/forms/d/e/1FAIpQLSf9goO8dBvXUmd8HzrfNIlrWQRQOxWDZw6HplzdO9OjkJsUaA/viewform"">North Fort Myers Google Form</a></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;""><br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" /></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Lee County Health Dept.,2025-11-14 19:00:00+00:00,2025-11-16 21:00:00+00:00,[]
Best Buddies ,"['Theta Chi Fraternity', 'Zeta Tau Alpha Fraternity', 'Best Buddies ']","<p><span style=""font-weight: 400;"">Join Best Buddies, Theta Chi and TriDelt for a fun field day! We will be playing kickball, tug of war and more games. Be sure to dress comfortably for physical activity. There is some parking at the house, and garage H is the next closest parking for those driving :)</span></p>",ZTA House,2025-11-16 19:00:00+00:00,2025-11-16 22:00:00+00:00,[]
Transfer Center,[],"<p><span data-contrast=""auto"">Take a break, take a breath&mdash;and meet some furry friends! Join us for a relaxing visit with certified therapy dogs, whether you need to de-stress, a smile, or just some tail-wagging joy, our therapy dog friends are here to help. Stop by, say hi, and experience the healing power of paws!</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559738&quot;:0,&quot;335559739&quot;:240}"">&nbsp;</span></p>","Transfer Center (Trevor Colbourn Hall, Suite 215)",2025-11-17 17:00:00+00:00,2025-11-17 19:00:00+00:00,[]
Society of Themed Entertainment Engineers and Leaders ,[],"<p>You won&rsquo;t want to miss this!!!<br /><br />We are so excited to invite you to our annual International Theme Park and Attractions Panel!!! Here, we&rsquo;ll discuss various amusement rides and devices, with a focus on how the themed entertainment industry operates internationally! This event is open to ALL UCF STUDENTS, so have your student ID in hand for registration! Following the Q&amp;A panel, YOU will have to opportunity to meet and network with professionals!<br /><br />If you are an industry professional, feel free to message us if you&rsquo;d like to participate!<br /><br />Make sure to sign up through the link in our bio!! We can&rsquo;t wait to see you all there!!</p>",UCF Rosen Darden Auditorium,2025-11-17 23:30:00+00:00,2025-11-18 01:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us for a space where college students can explore important topics that college may not necessarily teach. Each topic is thoughtfully curated to help students navigate the challenges of college life and prepare for life after graduation.</p>
<p><br />Brunch and Learn is inspired by the King Center&rsquo;s&nbsp;<em data-stringify-type=""italic"">Lunch and Learn</em>&nbsp;series and its focus on gathering information and educating ourselves. It is also shaped by the United Methodist emphasis on being a faith of both heart and mind.</p>
<p>&nbsp;</p>
<p>While you learn valuable lessons, enjoy a free brunch on us.</p>
<ul>
<li aria-level=""2"">11:30 AM &ndash; Eat</li>
<li aria-level=""2"">11:45&ndash;12:30 PM &ndash; Topic Discussion</li>
<li aria-level=""2"">12:30 PM &ndash; Hang out and Q&amp;A</li>
</ul>",Wesley Foundation,2025-11-18 16:30:00+00:00,2025-11-18 17:30:00+00:00,[]
Student Academic Resource Center ,[],"<p>You&rsquo;ll learn proven strategies to prepare for final exams with less stress and more confidence. This workshop will show you how to create an effective study plan, review actively, manage your time, and stay focused when it matters most.</p>","Trevor Colbourn Hall, Room 151",2025-11-18 18:00:00+00:00,2025-11-18 19:00:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 2:30PM in front of Memory Mall Starbucks to pray for our campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come join us to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Memory Mall Starbucks,2025-11-18 19:30:00+00:00,2025-11-18 20:00:00+00:00,[]
Downtown Student Life,[],"<p data-start=""67"" data-end=""319"">Join us for Pajama Bash! A night filled with fun, cozy vibes. Come in your favorite pajama set and enjoy a Jeopardy competition for a chance to win prizes, free food, open game play, board games, Just Dance, and sweet treats. We hope to see you there!</p>
<p data-start=""321"" data-end=""395"">Event Details:<br data-start=""335"" data-end=""338"" />November 18th<br data-start=""351"" data-end=""354"" />6:00 PM &ndash; 8:00 PM<br data-start=""371"" data-end=""374"" />Union West, 2nd Floor</p>",Union West 2nd Floor,2025-11-18 23:00:00+00:00,2025-11-19 01:00:00+00:00,[]
Shantymen of the Knight,[],"<p>Weekly rehearsals to learn new tunes, review old ones, and hang out.</p>",Second Floor Practice Rooms: PAC - Music Building,2025-11-18 23:30:00+00:00,2025-11-19 01:00:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 7 PM on the 3rd floor of the Student Union in the Cape Florida Ballroom for an evening with Every Nation Campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come experience a night to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Cape FL Ballroom,2025-11-05 00:00:00+00:00,2025-11-19 01:30:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 7 PM on the 3rd floor of the Student Union in the Cape Florida Ballroom for an evening with Every Nation Campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come experience a night to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Cape FL Ballroom,2025-11-19 00:00:00+00:00,2025-11-19 01:30:00+00:00,[]
CancerShield: Naturopathic Harmony,[],"<p class="""" data-start=""235"" data-end=""645"">Represented India at CHPS International Education Week by highlighting Indian culture and promoting healthy living. Provided health-conscious Indian foods while educating attendees on the connection between nutrition and cancer prevention through the Cancer Shield Club. Our table focused on celebrating culture, fostering global connections, and raising awareness about preventative health practices.</p>",Health Science Building,2024-11-19 17:00:00+00:00,2025-11-19 18:00:00+00:00,[]
Downtown Student Life,[],"<p><strong>Take a Break Before Finals at the Relaxation Fair!</strong><br />Join us for a calming and uplifting afternoon designed to help you recharge before exams.<br />🗓&nbsp;<strong>Wednesday, November 19</strong><br />🕛&nbsp;<strong>12:00 PM &ndash; 2:00 PM</strong><br />📍&nbsp;<strong>DPAC East Lobby</strong></p>
<p>Enjoy&nbsp;<strong>free smoothies</strong>, relaxing music,&nbsp;<strong>giveaways</strong>, and wellness activities to ease your mind and body. Connect with helpful campus resources, pick up stress-relief items, and treat yourself to a peaceful moment before finals.</p>
<p><strong>Come relax, refresh, and reset&mdash;you deserve it!</strong></p>",DPAC East Lobby,2025-11-19 17:00:00+00:00,2025-11-19 19:00:00+00:00,[]
Project Spotlight,[],"<p>Join us this Wednesday, September 17th at 4:30 pm in Rehearsal Room 1 of the PAC (Theatre side) as we kick off our Playwriting Club! 🤩</p>
<p>We&rsquo;ll be meeting weekly on Wednesdays at 4:30 pm and can&rsquo;t wait to get started! 💙🥳</p>
<p>Anyone is welcome, regardless or major or experience level! If you are interested in playwriting, this is the place for you! 🫶</p>",PAC Rehearsal Room 1,2025-11-19 21:30:00+00:00,2025-11-19 22:30:00+00:00,[]
National Student Speech Language Hearing Association (NSSLHA) - Orlando,[],"<p>We are excited to have you attend the upcoming&nbsp;<strong><u>virtual</u></strong>&nbsp;open house to learn about the University of Washington's Master of Science in Speech-Language Pathology. Get details on the curriculum, format, time commitment and more. A program representative will be on hand to answer your questions.</p>
<p><strong>When: </strong>Wednesday, November 19, 2025 2&ndash;3 p.m. (Pacific Time)&nbsp;**<em><strong>EST</strong>&nbsp;is&nbsp;<strong>three hours</strong>&nbsp;ahead of&nbsp;<strong>PST</strong>. Make sure you attend at<strong> 5pm-6pm est</strong></em></p>
<p><strong>RSVP</strong>: Please RSVP on Knight Connect</p>
<p><strong>Attire:</strong>&nbsp;Appropriate attire</p>
<p><strong>Credit:</strong>&nbsp;1 hour</p>
<p><strong>Bonus:</strong>&nbsp;Show your NSSLHA Spirit! Wear your 2025 - 2026 NSSLHA gear (shirt, show your sticker, etc...) to be awarded an additional hour, or past NSSLHA gear for an additional 30 minutes</p>
<p><strong>Attendance Form:&nbsp;</strong>Please fill out&nbsp;this link&nbsp;no later than 24 hours after the event to receive credit!</p>
<p><em>In order to receive credit, you must RSVP on KnightConnect, and complete the attendance form. Please do so within 24 hours of the event to ensure an accurate record of your hours! Please be sure to update your RSVP status if you can no longer attend the event or you will be deducted the number of hours you would have gained at the event*</em></p>
<p><strong>Corresponding Officer:</strong>&nbsp;Karilyn Brudzinski,&nbsp;<a href=""mailto:graduate.ucfnsslha@gmail.com"">graduate.ucfnsslha@gmail.com</a></p>
<p>&nbsp;</p>",Online,2025-11-19 22:00:00+00:00,2025-11-19 23:00:00+00:00,[]
Project Spotlight,[],"<p>Join us for our Company Meetings where we will play games, give information about our club and each month we have a different fun event at our meeting! From painting to photo shoots, join us for a good time!&nbsp;</p>
<p>We will be meeting at 5:00 in NSC 108 once a month!&nbsp;</p>",NSC 108,2025-11-19 22:00:00+00:00,2025-11-20 00:00:00+00:00,[]
Wesley at UCF,[],"<p><span style=""font-weight: 400;"">Join us at 5:30 p.m. for a free dinner! Hang out with friends, play some games, and destress over some warm, free food each Wednesday.</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Once a month, we will have an event night; past events have included karaoke, vision board crafting, bingo, etc. With these events, you have the opportunity to win gift cards to local restaurants, supporting the Orlando community!</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">We are located by the Barnes &amp; Noble on East Plaza.&nbsp;</span></p>",Wesley Foundation,2025-11-19 22:30:00+00:00,2025-11-20 00:30:00+00:00,[]
